text,topic,topic_label
"Exerodonta juanitae is a species of frog in the Hylidae family.It is endemic to Mexico.Its natural habitats are subtropical or tropical moist lowland forests, subtropical or tropical moist montane forests, and intermittent rivers.It is threatened by habitat loss.",nature,7
"MacPherson Lake  is a lake of Guysborough Municipality, Nova Scotia, Canada. It is located a short distance from Port Shoreham Provincial Beach along Highway 344. Yearly fishing derbies are held on the lake and many people with family roots in the area consider it their summer home.",nature,7
"The southern leaf-tailed gecko has two species. One, Saltuarius wyberba, lives in the granite belt of northern New South Wales and southern Queensland, Australia. They do their foraging at night on massive rock faces. They have been observed active at temperatures colder than −10°C. The other species, Saltuarius swaini, inhabits rainforests and lives inside large tree root systems and hollows of strangler figs.",nature,7
"Sahuarita Lake is a man made lake located 18 miles (29 km) south of downtown Tucson in Sahuarita, Arizona. LOCATION Sahuarita Lake Park 15466 S Rancho Sahuarita Blvd PARK HOURS Sunrise to Sunset SIZE 10 acres. Maximum depth 12 feet. RULES Swimming, wading, glass containers, littering, cleaning of fish on premises and alcoholic beverages are prohibited. Boating permitted only between sunrise and sunset. Gas motors prohibited. Must have proper floatation devices on board. Animals must be restrained by a leash at all times. Other rules posted.",nature,7
"Thecostraca is a subclass of marine invertebrates containing about 1,320 described species. Many species have planktonic larvae which become sessile or parasitic as adults. The most important subgroup are the barnacles (infraclass Cirripedia), constituting about 1,220 known species. The subgroup Facetotecta contains a single genus, Hansenocaris, known only from the tiny planktonic nauplii called \""y-larvae\"". These larvae have no known adult form, though it is suspected that they are parasites, and their affinity is uncertain: some researchers believe that they may be larval tantulocaridans (no larval tantulocaridans are known, so this would solve two puzzles at once). The group Ascothoracida contains about 100 species, all parasites of coelenterates and echinoderms.",nature,7
"The spiny-headed tree frog, Anotheca spinosa, is a species of frog in the Hylidae family. It is monotypic within the genus Anotheca.It is found in Costa Rica, Honduras, Mexico, and Panama, and its natural habitats are subtropical or tropical moist lowland forests and subtropical or tropical moist montane forests.It is threatened by habitat loss. This species is large (58 to 80 mm), with numerous sharp, pointed projections on the head and dorsal surface, hence the common name.",nature,7
"The little wattlebird (Anthochaera chrysoptera), also known as the brush wattlebird, is a honeyeater, a passerine bird in the family Meliphagidae. It is found in coastal and sub-coastal south-eastern Australia.",nature,7
"The order Notostraca comprises the single family Triopsidae, containing the tadpole shrimp or shield shrimp. The two genera, Triops and Lepidurus, are considered living fossils, having not changed significantly in outward form since the Triassic. They have a broad, flat carapace, which conceals the head and bears a single pair of compound eyes. The abdomen is long, appears to be segmented and bears numerous pairs of flattened legs. The telson is flanked by a pair of long, thin caudal rami. Phenotypic plasticity within taxa makes species-level identification difficult, and is further compounded by variation in the mode of reproduction. Notostracans are omnivores living on the bottom of temporary pools and shallow lakes.",nature,7
Schizothorax dolichonema is a species of ray-finned fish in the genus Schizothorax.,nature,7
"Cyprinus barbatus is a species of ray-finned fish in the genus Cyprinus. It is endemic to Lake Erhai in Dali, Yunnan. It is negatively impacted by agricultural and domestic pollution and introduced species. It has not been recorded since 1982; IUCN considers it as Critically Endangered and possibly extinct.",nature,7
"Cuthona distans is a species of sea slug, an aeolid nudibranch, a marine gastropod mollusc in the family Tergipedidae.",nature,7
"Iodotropheus is a small genus of cichlids endemic to Lake Malawi in east Africa. The genus is distinguished from other genera of mbuna by the upper lip which is usually connected medially to the skin of the snout by a frenum; by its small, terminal mouth; by the outer teeth of both jaws, which are unequally bicuspid and loosely spaced, the tooth shafts inclined slightly toward the jaw symphysis; by the anterior teeth of the upper jaw being much longer and more robust than the lateral and posterior teeth. The rusty cichlid or lavender mbuna, Iodotropheus sprengerae is the most commonly encountered member of the genus in the aquarium trade.",nature,7
"The Cape lobster, Homarinus capensis, is a species of small lobster that lives off the coast of South Africa, from Dassen Island to Haga Haga. Only a few dozen specimens are known, mostly regurgitated by reef-dwelling fish. It lives in rocky reefs, and is thought to lay large eggs that have a short larval phase, or that hatch directly as a juvenile. The species grows to a total length of 10 cm (3.9 in), and resembles a small European or American lobster; it was previously included in the same genus, Homarus, although it is not very closely related to those species, and is now considered to form a separate, monotypic genus – Homarinus. Its closest relatives are the genera Thymops and Thymopides.",nature,7
"Picea omorika, common name Serbian spruce (Serbian: Панчићева оморика, Pančićeva omorika, pronounced [pâːnt͡ʃit͡ɕɛv̞a ɔmɔ̌rika]), is a species of coniferous tree endemic to the Drina River valley in eastern Bosnia and Herzegovina near Višegrad, and western Serbia, with a total range of only about 60 ha, at 800–1,600 m (2,625–5,249 ft) altitude. It was originally discovered near the village of Zaovine on the Tara Mountain in 1875, and named by the Serbian botanist Josif Pančić; the specific epithet omorika is simply the Serbian word for \""Serbian spruce\"". All other spruces are smrča (смрча) in Serbian.",nature,7
"The Triglidae, commonly known as sea robins or gurnard, are a family of bottom-feeding scorpaeniform fish. They get their name (sea robin) from the orange ventral surface of the species in the Western Atlantic (Prionotus carolinus) and from large pectoral fins, which, when swimming, open and close like a bird's wings in flight. The large surface area of the fins also permits the fish to glide short distances above the water surface, much like a flying fish. They are bottom-dwelling fish, living down to 200 m (660 ft), although they can be found in much shallower water. Most species are around 30 to 40 cm (12 to 16 in) in length. They have an unusually solid skull, and many species also possess armored plates on their bodies. Another distinctive feature is the presence of a \""drumming muscle\"" that makes sounds by beating against the swim bladder. When caught, they make a croaking noise similar to a frog, which has given them the onomatopoeic name gurnard. Sea robins have six spiny \""legs\"", three on each side. These legs are actually flexible spines that were once part of the pectoral fin. During development, the spines separate from the rest of the fin, developing into feeler-like \""forelegs\"". The pectoral fins have been thought to let the fish \""walk\"" on the bottom, but are really used to explore the bottom in search of food. The first three rays of the pectoral fins are membrane-free and used for chemoreception being highly sensitive to amino acids prevalent in marine invertebrates.",nature,7
"Botrychium montanum is a species of fern known by the common names western goblin and mountain moonwort. It is native to western North America from British Columbia to northern California to Montana, where it grows in the dark understory of coniferous forests and other moist wooded areas. This is very small plant growing from an underground caudex and sending one thin gray-green leaf above the surface of the ground. The leaf is less than 8 centimeters tall and is divided into a sterile and a fertile part. The sterile part of the leaf has irregularly shaped angled leaflets. The fertile part of the leaf is very different in shape, with grapelike clusters of sporangia by which it reproduces.",nature,7
"Aiolornis incredibilis (formerly Teratornis incredibilis), of the teratorn family, was the largest known North American flight-capable bird, with a wingspan of up to approximately 5 m (16 ft) and a huge, deep, powerful bill. The typical body mass of this bird was estimated to be 23 kg (51 lb), significantly heavier than any extant flying bird. A. incredibilis presumably became extinct at the same time as the other megafauna in North America. It is sometimes called the giant condor because of its resemblance to the modern condors of California and South America, although it is bigger and in a different family. It is not well known but is quite similar to Teratornis merriami, although about 40% larger overall. Fossils have been found from the Early Pliocene to the Late Pleistocene in various locales in the southwestern and western-central part of the USA; it is not certain that all belong to the same species given the large time range and the lack of complete specimens.",nature,7
"For the Netflix series, see Hibana (Spark) Hibana is a spider genus that is found from the United States to Brazil, including the West Indies. It includes the yellow ghost spider of North America, which was formerly categorized in a different genus as Aysha velox.",nature,7
The wood duck or Carolina duck (Aix sponsa) is a species of perching duck found in North America. It is one of the most colorful North American waterfowl.,nature,7
"Phyllonorycter pterocaryae is a moth of the Gracillariidae family. It is known from the island of Hokkaidō in Japan and from the Russian Far East. The wingspan is 5–6 mm. The larvae feed on Juglans ailanthifolia, Juglans mandschurica, Juglans regia and Pterocarya rhoifolia. They mine the leaves of their host plant. The mine has the form of a ptychonomous leaf mine, situated between two veins of the upper surface of the leaf.",nature,7
"Labeobarbus intermedius is an East African ray-finned fish species in the family Cyprinidae. Like the closely related yellowfish, it is hexaploid. A large species, the maximum recorded standard length is nearly 50 cm (20 in). This species has a subspecies named Labeobarbus intermedius intermedius.",nature,7
Discogobio is a genus of cyprinid fish that are found in eastern Asia. So far the 16 species have only been identified from China (11 species) and Vietnam (5 species) wherein each species is an endemic to the country in which it is found.,nature,7
The Limpopo burrowing skink (Scelotes limpopoensis) is a lizard species found in the Limpopo River valley in South Africa. This species lost the forelimbs entirely and the hind limbs are reduced to only two digits.,nature,7
Sphecosoma semelina is a moth in the Arctiidae family. It was described by D. Jones in 1914. It is found in Brazil.,nature,7
"The dustywings, Coniopterygidae, are a family of Pterygota (winged insects) of the net-winged insect order (Neuroptera). About 460 living species are known. These tiny insects can usually be determined to genus with a hand lens according to their wing venation, but to distinguish species, examination of the genitals by microscope is usually necessary.",nature,7
"Whitewater Lake is a lake in the city of Sudbury, Ontario. The community of Azilda borders its eastern shore. The lake is host to a number of amateur fishing tournaments, and it was the site of an annual powerboat racing championship. It is the site of the Sudbury/Azilda Water Aerodrome, which supports a number of aircraft capable of landing on water. During the winter months, a village of ice huts forms on the lake near Azilda's Centennial Park. Most of the lake is less than 1.5 m (4 ft 11 in) deep (and dangerous for boaters who are unfamiliar with it). Its maximum depth is 11 m (36 ft).",nature,7
Carmenia bunifrons is a species of harvestmen in a monotypic genus in the family Sclerosomatidae.,nature,7
"Mohnia krampi is a species of sea snail, a marine gastropod mollusk in the family Buccinidae, the true whelks.",nature,7
"Eupolypods I is a clade of ferns in the order Polypodiales, class Polypodiopsida. It probably diverged from Eupolypods II during the mid-Cretaceous. The divergence is supported by both molecular data and an often overlooked morphological characteristic which lies in the vasculature of the petiole. Most species that make up the Eupolypods I clade have three vascular bundles. The only exceptions are the Grammitid ferns which have one, and the genus Hypodematium which has two. This differs from Eupolypods II which mostly have two vascular bundles (except the well-nested blechnoid ferns which generally have at least three).",nature,7
"Blechnum novae-zelandiae, commonly known as palm-leaf fern or kiokio, is a species of fern found in New Zealand. It can often be found growing in clay soil on embankments and roadsides. B. novae-zelandiae has long fronds that grow up to 2 metres long by 50 cm wide. They are pink when new and as they age they turn green and darken.",nature,7
"Archips pulchra is a species of moth of the Tortricidae family. It is found in China (Heilongjiang), South Korea, Japan and Russia (Primorye). The wingspan is 19.5–25 mm. There is one generation per year with adults on wing in July. The larvae feed on Abies nephrolepis and Picea asperata. The species overwinters as a young larva. Pupation takes place in mid-June.",nature,7
"Afrixalus laevis is a species of frog in the Hyperoliidae family. It is found in Cameroon, Democratic Republic of the Congo, Equatorial Guinea, Gabon, Uganda, possibly Central African Republic, possibly Republic of the Congo, possibly Nigeria, and possibly Rwanda.Its natural habitats are subtropical or tropical moist lowland forests and rivers. It is threatened by the destruction of its forest habitat.",nature,7
"Blechnum colensoi, also known as Colenso's hard fern, waterfall fern or peretao is a species of fern native to New Zealand. It's distributed throughout the North, South and Stewart Islands. B. colensoi is usually found in dark areas with good access to water, such as steep banks, river gorges and rocky overhangs.",nature,7
"Histricosceptrum atlantis is a species of large sea snail, marine gastropod mollusk in the family Turbinellidae.",nature,7
Orchestia gammarellus is a species of amphipod in the family Talitridae.,nature,7
"The golden-bellied warbler (Myiothlypis chrysogaster) is a South American species of bird in the Parulidae family. Its natural habitats are subtropical or tropical moist lowland forests, subtropical or tropical moist montane forests, and heavily degraded former forest. The golden-bellied warbler has a disjunct distribution, with the subspecies M. c. chlorophrys in the Choco along the Western Andes from central Colombia to central Ecuador, and the nominate M. c. chrysogaster in the Eastern Andes from central to southern Peru. It has been proposed that chlorophrys is a separate species, the Choco warbler M. chlorophrys, but it is very similar in plumage to nominate chrysogaster, differing primarily in having a mostly olive, not yellow, superciliary, with the yellow restricted to the anterior-most portion. The plumage differences between chlorophrys and chrysogaster are less than those between many taxa currently treated as the same subspecies in Myiothlypis. The vocal differences are also weakly documented.",nature,7
"Zingel asper, the apron, is a species of fish in the Percidae family that is at a high risk of becoming extinct due to habitat destruction and pollution. It is endemic to the River Durance and River Beaume in the Rhône River basin in France and Switzerland.",nature,7
Machaeropterus is a genus of bird in the Pipridae family. It contains the following species: \n*  Fiery-capped manakin (Machaeropterus pyrocephalus) \n*  Striped manakin (Machaeropterus regulus) \n*  Eastern striped manakin (Machaeropterus (r.) regulus) \n*  Western striped manakin (Machaeropterus (regulus) striolatus) \n*  Club-winged manakin (Machaeropterus deliciosus),nature,7
"Brignoliella ratnapura, is a species of spider of the genus Brignoliella. It is endemic to Sri Lanka., first described from Ratnapura area, hence the specific name.",nature,7
"Coccorchestes is a genus of the spider family Salticidae (jumping spiders). Almost all species occur in New Guinea, with one species found in Australia, and one in New Britain.",nature,7
"The Sunapee golden trout, Salvelinus alpinus oquassa, or blueback trout, is a subspecies of Arctic char native to the northeast United States, Québec, and New Brunswick. The Sunapee trout is often a foot long and is said to actually be silver in color. It is an distinct strain of Arctic char, having become trapped (by changed drainage systems and climates) in numerous lakes and ponds in New England and southeastern Québec. The lake for which this subspecies is most noted for is Sunapee Lake in New Hampshire. In the wake of the retreating glacial front approximately 8,000 years ago, following the end of the last ice age, the Arctic char, an extremely coldwater, anadromous fish, was still spawning in New England. After the climate changed sufficiently, anadromous Arctic char stopped spawning in New England, leaving several lacustrine populations or Arctic char cut off from the bulk of the species in deep, cold, clear lakes in New Hampshire, Maine, and Québec. The lake populations of Arctic char in Maine are termed \""blueback trout,\"" those in Québec are termed \""Québec red trout,\"" and the populations that used to exist in Vermont and New Hampshire along with the current population in Floods Pond, Maine, are termed Sunapee golden trout. By the late 19th century, as the New Hampshire and Vermont lakes developed its own steady summer tourism, recreational fishermen who sought to increase their catches began to introduce new fish species into these lakes, and these eventually overwhelmed the native Sunapee golden trout. Lake trout, a larger char that holds the same ecological niche as Sunapee trout, only better, out-competed the Sunapee golden trout and hybridized with it, further accelerating its decline. The world record Sunapee golden trout was most likely a hybrid between the two species. Soon after that record-setting catch, the Sunapee golden trout could no longer be found in its resident lakes. The Sunapee Lake strain of the Sunapee trout was rediscovered in 1977 when Kent Ball, of Idaho Fish and Game, discovered a char species living with brook trout in a mountain lake in Idaho. Analysis by Robert Benhke, Eric Wagner, and Steve Culver proved the species to be the sunapee trout. Later research found reports of a trout egg trade between the Idaho and the New Hampshire Fish and Game departments. They are reported found in two Idaho bodies of water, Alice and Sawtooth Lakes. DNA analysis done in the latter half of the twentieth century on museum specimens of the Sunapee lake strain of the Sunapee golden trout found that all lacustrine populations of Arctic char in north eastern North America have been isolated from each other for near equal amounts of time, indicating that there is no special, distinguishing characteristics between the Sunapee trout of New Hampshire and Vermont and the blueback trout of northern Maine.",nature,7
"Blechnum spicant is a species of fern in the family polypodiaceae, known by the common names hard-fern or deer fern. It is native to Europe and western North America. Like some other Blechnum it has two types of leaves. The sterile leaves have flat, wavy-margined leaflets 5 to 8 millimeters wide, while the fertile leaves have much narrower leaflets, each with two thick rows of sori on the underside. B. spicant is hardy and evergreen, growing to 0.5 m (1 ft 8 in). It has gained the Royal Horticultural Society's Award of Garden Merit. \n* A sterile leaf \n* A fertile leaf with sori \n*",nature,7
'Fire Bird' is a hybrid cultivar of the genus Neoregelia in the Bromeliad family.,nature,7
"Ingolfiellidea is a small suborder of amphipods with only two families, Ingolfiellidae and Metaingolfiellidae. They are small, vermiform (worm-like) animals that live \""in the soft mud of the deep-sea floor, as well as in high mountain freshwater river beds, or in subterranean fresh, brackish and marine interstitial waters of continental ground waters and continental shelves\"".",nature,7
"4,077-acre Long Lake is a 14-mile (23 km) lake in the town of Long Lake in Hamilton County, New York in the United States; the average width is half a mile. It is part of the Raquette River, which flows in a straight, northeast-trending valley. NY 30 crosses at a narrows 4 miles (6.4 km) from the south end where the hamlet of Long Lake is located. There are two public beaches and a state boat launch. More than half of the shoreline is part of the New York State Forest preserve. The northern end of the lake is undeveloped. The lake is also part of the 740-mile Northern Forest Canoe Trail, which begins in Old Forge, NY and ends in Fort Kent, ME.",nature,7
Hindumanes is a genus of the spider family Salticidae (jumping spiders). Its single described species is found in India.,nature,7
"Cambridge University Ice Hockey Club at the University of Cambridge, Cambridge, England, is one of the oldest ice hockey teams in the world. While the team claims a history dating back to 1885, the first strong evidence for their existence comes on 16 March 1900, when they played Oxford University Ice Hockey Club in the first Ice Hockey Varsity Match, at Princes Skating Club in London, losing 7–6. This match was played, on Oxford's insistence, with bandy sticks and a lacrosse ball. The Cambridge team was led by J. J. Cawthra, who later played for England. The following day, the two universities joined together to play Princes Ice Hockey Club. Cambridge played a second varsity match at Princes in 1901, this time winning 6–5. In 1903, they entered the first ice hockey league in Europe, but came last out of the five teams competing. The squad then switched to playing European tours, popularising the sport, and from 1909 to 1913 and 1920 onwards playing an annual varsity match. From 1932, these matches were played in England, and although no longer able to compete with the top professional sides, they were watched by over 10,000 supporters. In 1931, the club joined the English League, but when it finished in 1936 they did not follow most of the teams into the English National League, instead joining the lower-level London and Provincial League in 1938. In 1948, they played a season in the Southern Intermediate League, and in the 1970s they played two seasons in the Southern League. They then joined the Inter-City League and finally played in the inaugural season of the British Hockey League. Since then, they have contested an annual varsity match and compete in Division One of the British Universities Ice Hockey Association although continue to be at a disadvantage in lacking a home rink in Cambridge, although plans for a permanent ice-skating rink are at an advanced stage, after a number of years of Parker's Piece hosting a yearly temporary one around Christmas time, and this new rink will be the first permanent home for the team, adjacent to the Newmarket Road Park & Ride site.",sports,8
"Derby Rugby Club is an English rugby union team based in Derby, Derbyshire. The club runs four senior sides, a veterans team, a ladies team and a colts team and a full set of junior sides. The first XV currently plays in Midlands 1 East, a sixth tier league in the English rugby union system.",sports,8
"The Magnolia Purewater Wizards was the final name of a basketball franchise owned by San Miguel Corporation (SMC) that played in the Philippine Basketball League from 1983 to 2010. It played under various brand names owned by SMC - Lagerlite (1985), Magnolia Ice Cream (1983-1984, 1986-1992, 2004-2007), Instafood (1993-1994), Magnolia Cheezee Spread (1995-1996), Wilkins (1997-2000), Viva (2001-2004), Magnolia Beverage (2007), San Mig Coffee (2007-2008) and Magnolia PureWater (2008-2010).",sports,8
"The Springwood Pumas Australian Football Club is an Australian rules football club located in Underwood, a south-eastern suburb of Brisbane, Australia. The club emblem is the puma and the club plays in the Premier Division of the AFL Queensland State League.",sports,8
"The 1990–91 season was Port Vale's 79th season of football in the Football League, and second successive (34th overall) season in the Second Division. For the first time since 1926–27 they played in a league above rivals Stoke City. Vale finished in mid-table, exiting the FA Cup at the Fourth Round, the League Cup at the Second Round, and the Full Members Cup at the First Round. John Rudge continued to uncover hidden 'gems', signing Dutchman Robin van der Laan for £80,000. Darren Beckford was top-scorer once again, though the club's Player of the Year award went to Ray Walker.",sports,8
"Basketballvereniging Rotterdam-Zuid (in English: \""Rotterdam-Zuid Basketball Club\"") mostly known as RZ is a basketball club from Rotterdam.",sports,8
The Samoa under-20 rugby union team is Samoa's junior national team. They represent Samoa at the IRB Junior World Championship. After the 2010 Junior World Championship they were relegated to the Junior World Rugby Trophy for second tier nations. They were later promoted to the 2012 Junior World Championship after finishing as winners of the 2011 IRB Junior World Rugby Trophy. The team also competes at the Oceania U20 Championship as of 2015.,sports,8
"The 1972 Spanish Grand Prix was a Formula One motor race held at Jarama on May 1, 1972. It was the third race of the 1972 Formula One season. The 90-lap race was won by Lotus driver Emerson Fittipaldi after he started from third position. Jacky Ickx finished second for the Ferrari team and his teammate Clay Regazzoni came in third.",sports,8
"Tachi Palace Fights 8 was a mixed martial arts event held by Tachi Palace Fights (TPF) on February 18, 2011, at the Tachi Palace Hotel & Casino in Lemoore, California.",sports,8
"The 1956–57 season was Manchester United's 55th season in the Football League, and their 12th consecutive season in the top division of English football. United retained their league title this season, which was also notable for being the breakthrough season of forward Bobby Charlton, who made his debut on 6 October 1956 in the league match against Charlton Athletic a few days before his 19th birthday and scored twice, making 17 appearances and scoring 12 goals that season and collecting a league title medal, his appearances mostly coming at the expense of Dennis Viollet.As Old Trafford didn't have floodlights installed at the time, United's first three European home games were played at Maine Road instead.United reached the semi-finals of the European Cup, where they were beaten by eventual winners Real Madrid. They also reached the FA Cup final, where they lost 2-1 to Aston Villa in a game where they were handicapped by an injury to goalkeeper Ray Wood, meaning Jackie Blanchflower had to stand in for him in goal.",sports,8
"The 2008–09 season was Leeds United F.C.'s second consecutive season in the third tier of English football and for the second year running saw them finish in the play-offs in League One. Gary McAllister started the season as manager, but after a poor run of games in late 2008, his contact was terminated and he was replaced by Simon Grayson. After a nervy first few games, Grayson lifted the side from 8th to 4th, resulting in a place in the play-offs. During this time, the club recorded an incredible 11 consecutive home wins. Although to the heartbreak of Leeds fans, the club failed in the play-offs again, being defeated by Millwall in the semi-finals. During the season, Jermaine Beckford scored 34 goals in all competitions - the highest in the country. Once again, the club received the highest attendance outside the Premier League on three occasions; the largest in the play-off semi final, recording a crowd of over 37,000. Off the pitch, the club made a profit for the first time in years.",sports,8
The 1992 Canadian Grand Prix was a Formula One motor race held at Circuit Gilles Villeneuve on 14 June 1992. It was the seventh round of the 1992 Formula One season. The 69-lap race was won by McLaren driver Gerhard Berger after he started from fourth position. Michael Schumacher finished second for the Benetton team and Ferrari driver Jean Alesi came in third.,sports,8
"The Russia national rugby sevens team compete in the Sevens World Series and Rugby World Cup Sevens. Russia has competed at the 2001, 2005 and 2013 Rugby World Cup Sevens. The team won the Plate final in 2001 to end 9th, with wins over Kenya, Spain and Georgia. In 2005 they resulted 11th, collecting wins over Kenya, Uruguay and Japan. As hosts of the 2013 World Cup, Russia claimed the Bowl final to take 17th place, after beating Spain, Uruguay and Japan.",sports,8
"The Akwesasne Warriors were a minor league professional ice hockey team in the Federal Hockey League from 2010-2012. Based at Akwesasne in the Mohawk Nation (Kanien'kehá:ka) Territory (near Cornwall, Ontario), the Warriors played at the A`nowara`ko:wa Arena.",sports,8
"(For the football section of the club, see Lechia Gdańsk.) Lechia Gdańsk is a Polish rugby union team playing in the Rugby Ekstraliga. It is one of the oldest and most successful teams in Polish rugby.",sports,8
"The 2003 FA Community Shield was the 81st FA Community Shield, an annual English football match played between the winners of the previous season's Premier League and FA Cup competitions. It was held at Cardiff's Millennium Stadium, on 10 August 2003. The match was played between Manchester United, champions of the 2002–03 Premier League and Arsenal, who beat Southampton 1–0 in the 2003 FA Cup Final. Manchester United won the Shield 4–3 on penalties, after the match finished 1–1 after 90 minutes. This was Manchester United's 22nd Community Shield appearance and Arsenal's 17th. Manchester United manager Sir Alex Ferguson assessed before the match that his midfield was stronger than before, despite selling first-team players David Beckham and Juan Sebastián Verón. Arsène Wenger was optimistic of Arsenal's prospects in the upcoming season despite having only made minor changes to his squad, and Chelsea's emergence as a competitor following Roman Abramovich's takeover. Having been linked with a transfer away during the summer, Arsenal captain Patrick Vieira revealed before the game his intention to stay at the club. Goalkeepers Tim Howard and Jens Lehmann made their competitive debuts for their respective clubs in the match. Ole Gunnar Solskjær started in midfield for Manchester United, with Paul Scholes playing behind the main striker, Ruud van Nistelrooy. For Arsenal, Kolo Touré partnered Sol Campbell in central defence as Martin Keown was absent. Mikaël Silvestre gave Manchester United the lead in the 15th minute from a corner, but Thierry Henry equalised for Arsenal five minutes later from a free-kick. In the second half, substitute Francis Jeffers was sent off for kicking out at Phil Neville. Neither team was able to score in the remaining time, so the match was decided by a penalty shoot-out. Howard saved the decisive spot-kick taken by Robert Pirès. Both managers were pleased with their teams' performances, in particular Ferguson, who felt his players coped well in the heat. The 2003 Community Shield brought its lowest crowd since 1995; Wenger reasoned there was \""less and less appetite\"" for the event.",sports,8
The Scotland national under-17 rugby union team was one of several junior national rugby union teams behind the Scottish national side. Scotland has replaced this age grade with the under-18 side. The last time Scotland fielded an under-17 national side was in 2013.,sports,8
"The 2015–16 Hartford Hawks men's basketball team  represented the University of Hartford during the 2015–16 NCAA Division I men's basketball season. The Hawks, led by sixth year head coach John Gallagher, played their home games at the Chase Arena at Reich Family Pavilion and were members of the America East Conference. They finished the season 10–23, 4–12 in America East play to finish in a tie for seventh place. They defeated Albany in the quarterfinals of the American East Tournament to advance to the semifinals where they lost to Stony Brook.",sports,8
"The 1930 Alabama Crimson Tide football team (variously \""Alabama\"", \""UA\"" or \""Bama\"") represented the University of Alabama in the 1930 college football season. It was the Crimson Tide's 37th overall and 9th season as a member of the Southern Conference (SoCon). The team was led by head coach Wallace Wade, in his eighth year, and played their home games at Denny Stadium in Tuscaloosa, at Legion Field in Birmingham, and at the Cramton Bowl in Montgomery, Alabama. They finished the season with a perfect record (10–0 overall, 8–0 in the SoCon), as Southern Conference champions and as national champions after they defeated Washington State in the Rose Bowl. In April 1930, coach Wade announced his resignation effective at the end of the 1930 season, and his last Alabama team might have been his best. For psychological effect, Wade routinely started games with his second team, and the backups never allowed a point. The first team defense only allowed the opposition to score 13 points over the course of the season en route to a 9–0 record. Only the Vanderbilt game was close, as the Commodores scored a late touchdown that cut Alabama's lead to five in their 12–7 loss. Vanderbilt's touchdown and a touchdown scored by Tennessee accounted for all of the scoring by Alabama's opponents in 1930. Alabama received its third Rose Bowl invitation in six seasons, this time against the also undefeated Cougars of Washington State. In the game, Wade started his second team. Once again, the second team did not allow any points and neither did the first team in their 24–0 victory. The win clinched the second perfect season in school history after 1925, and the Crimson Tide claimed the 1930 national championship along with the Notre Dame Fighting Irish. Johnny Cain starred at fullback, and in the days of iron man football also handled linebacker, and punting duties. He was later inducted into the College Football Hall of Fame. Other players from the 1930 Alabama team included Fred Sington, who went on to play baseball for the Washington Senators and Frank Howard, who later became famous as the long-time head coach at Clemson. Jennings B. Whitworth, who kicked a field goal in the Rose Bowl, was hired as Alabama's football coach a quarter-century later.",sports,8
"The Johnstown Jets were a professional ice hockey team from Johnstown, Pennsylvania. The Jets were founded in the Eastern Amateur Hockey League for the 1950–51 season, playing at the newly constructed Cambria County War Memorial Arena. The Jets won consecutive EHL championships in 1951–52 and 1952–53. When the EAHL suspended operations in 1953, the Jets transferred to the International Hockey League, where they played two seasons. Johnstown were Turner Cup finalists in 1953–54, losing 4 games to 2, to the Cincinnati Mohawks. In 1955, the Jets joined the Eastern Hockey League (a league founded from the EAHL), and won three consecutive EHL championships in 1959–60, 1960–61 and 1961–62. Johnstown remained in the league until its demise in 1973. The Jets then joined the new North American Hockey League in 1973. Dick Roberge coached Johnstown to the Lockhart Cup championship 1974–75, defeating the Broome Dusters. That season's playoff run included the Carlson brothers, Jeff, Jack and Steve, who became the basis for the Hanson Brothers in the movie Slap Shot. Jeff and Steve Carlson portrayed their fictional selves in the movie, while former Jet Dave Hanson portrayed Jack. The Jets played four seasons total in the NAHL before the league folded in 1977. The team itself folded in the offseason, when the Johnstown flood of 1977 damaged the arena's ice making equipment. Johnstown was later represented by the Johnstown Wings (later Red Wings) from 1978-80. The Red Wings folded after two seasons, but hockey returned to Johnstown in 1988 with the Johnstown Chiefs, which named itself after the Jets' fictional counterpart from Slap Shot.",sports,8
"Nea Kifissia or Nea Kifisia B.C., or New Kifissia B.C. (Greek: Νέας Κηφισιάς KAE), is a Greek professional basketball club that is based in Kifissia, Athens, Greece. The club's full name is Athletic Union Nea Kifissia (Αθλητική Ένωση Νέας Κηφισιάς), which is also abbreviated as Α.E.Ν.Κ., which is the club's common name. The club is also known by the name A.E.N. Kifissia (Α.Ε.Ν. Κηφισιάς).",sports,8
"The 1996–97 Virginia Cavaliers men's basketball team represented the University of Virginia during the 1996–97 NCAA Division I men's basketball season. The team was led by seventh-year head coach Jeff Jones, and played their home games at University Hall in Charlottesville, Virginia as members of the Atlantic Coast Conference.",sports,8
"The West Kent Football Club was a short-lived 19th century rugby football club that was notable for being one of the twenty-one founding members of the Rugby Football Union, as well as producing a number of international players in the sport's early international fixtures.",sports,8
"The 2007 FIFA Beach Soccer World Cup Final took place between Mexico and Brazil on 11 November 2007 at Copacabana Beach, Rio de Janeiro. Brazil were the winners, winning by eight goals to two. Brazil have beaten fifteen other teams to be crowned 2007 FIFA Beach Soccer World Cup Winners. It was Brazil's second title in a row.",sports,8
"During the 1996–97 English football season, Shrewsbury Town F.C. competed in the Football League Second Division.",sports,8
"EWE Baskets Oldenburg is a professional basketball club that is based in the city of Oldenburg, Germany. The club plays in the Bundesliga and in the Basketball Champions League. The club's name is derived from the team's main sponsor EWE AG, which is an electric utility company. The club's home arena is the Large EWE Arena.",sports,8
